iter	MultiClass
177	0.001556136039
178	0.001554890091
179	0.001540630313
180	0.001539378055
181	0.001538773711
182	0.001536694813
183	0.001529370468
184	0.001527551909
185	0.001521325302
186	0.001511093394
187	0.001505560441
188	0.001482056852
189	0.001466309009
190	0.001465039037
191	0.001449394174
192	0.001435295188
193	0.001419680061
194	0.001417047738
195	0.001414474971
196	0.00140967361
197	0.001405103649
198	0.001400182337
199	0.001399883201
200	0.001393664426
201	0.001393157697
202	0.001387740429
203	0.001380393773
204	0.001379633278
205	0.001366614618
206	0.001357848048
207	0.001346893327
208	0.001339882679
209	0.001339586786
210	0.00133681987
211	0.001323960313
212	0.001309178532
213	0.001306887388
214	0.001295994003
215	0.001291499657
216	0.001291189856
217	0.001282541925
218	0.001279468005
219	0.001277574106
220	0.001277069254
221	0.001276188267
222	0.001275411492
223	0.001275060494
224	0.00126140511
225	0.001260107067
226	0.001255812623
227	0.001254404785
228	0.001248103184
229	0.001236702874
230	0.001229503815
231	0.001222855132
232	0.001217679685
233	0.001214606069
234	0.001208329886
235	0.001202152514
236	0.001194462291
237	0.001190633848
238	0.00118444899
239	0.001182196416
240	0.001179379779
241	0.001171531632
242	0.001160961601
243	0.001151988653
244	0.001148458475
245	0.001146911231
246	0.001145894601
247	0.001145766691
248	0.001138383232
249	0.001135137489
250	0.001128733863
251	0.001114580725
252	0.001110135603
253	0.001091629192
254	0.001075797702
255	0.001074924259
256	0.001069089194
257	0.001066342195
258	0.00106151513
259	0.001056500224
260	0.001055372509
261	0.001051217262
262	0.001046588175
263	0.001040670526
264	0.001038900435
265	0.001038301555
266	0.001038102245
267	0.001036815674
268	0.001035100223
269	0.001034348592
270	0.001031894537
271	0.001026434153
272	0.001023003293
273	0.001019343429
274	0.001014657424
275	0.001009381459
276	0.001007175862
277	0.000997166124
278	0.0009964111153
279	0.0009950825304
280	0.0009931563486
281	0.0009894412925
282	0.0009862153094
283	0.0009806911498
284	0.000979892292
285	0.0009696631704
286	0.0009662041829
287	0.0009628001249
288	0.0009577203091
289	0.0009559372405
290	0.0009532875224
291	0.0009515415113
292	0.0009511097538
293	0.000946122828
294	0.0009421913804
295	0.0009367638529
296	0.0009351755915
297	0.0009347461218
298	0.0009269131525
299	0.0009249947877
300	0.0009240406752
301	0.000921600446
302	0.0009151855266
303	0.0009138995603
304	0.0009108315844
305	0.0009048189234
306	0.0009042400927
307	0.0009006837886
308	0.0008980158708
309	0.00089755555
310	0.0008940434522
311	0.0008899140652
312	0.0008820976133
313	0.0008819542931
314	0.0008801280829
315	0.0008785471314
316	0.0008781383387
317	0.000876868216
318	0.0008743005171
319	0.0008732860077
320	0.0008726607809
321	0.0008719206124
322	0.0008707830634
323	0.0008705660985
324	0.0008664667225
325	0.0008662553447
326	0.0008629364223
327	0.0008591178052
328	0.000857061335
329	0.0008565092272
330	0.0008507155885
331	0.0008440733862
332	0.0008417304882
333	0.0008396278611
334	0.0008328813135
335	0.0008309546616
336	0.0008277352866
337	0.0008228553293
338	0.0008195960337
339	0.0008174690285
340	0.000816116693
341	0.0008119488138
342	0.000807628781
343	0.0008058251978
344	0.0008046154723
345	0.0008041492634
346	0.000800603724
347	0.0007947794869
348	0.0007913967298
349	0.0007891013035
350	0.0007876205197
351	0.0007848652022
352	0.0007829726847
353	0.0007819870815
354	0.0007811183183
355	0.0007758643613
356	0.0007730681417
357	0.0007714660514
358	0.000770998637
359	0.0007684322622
360	0.0007662400114
361	0.0007592939456
362	0.0007577714068
363	0.0007518359809
364	0.0007507470881
365	0.0007503913962
366	0.0007498641044
367	0.0007477879309
368	0.0007464128867
369	0.0007449627763
370	0.0007412002276
371	0.0007359399921
372	0.0007343469569
373	0.0007296762006
374	0.0007288126266
375	0.0007272558258
376	0.0007251420014
377	0.000722619328
378	0.0007178011079
379	0.0007088302414
380	0.0007075849612
381	0.0007069255751
382	0.0007044118739
383	0.000698965936
384	0.0006932899149
385	0.0006870730938
386	0.0006840734622
387	0.0006794546595
388	0.0006785138182
389	0.0006781218296
390	0.0006749141136
391	0.0006739036068
392	0.0006721722791
393	0.0006719743658
394	0.000670105677
395	0.0006684513712
396	0.000664838311
397	0.000662725845
398	0.0006617390631
399	0.0006597261966
400	0.0006581748534
401	0.00065706955
402	0.0006567751061
403	0.000656188638
404	0.0006557251894
405	0.0006528556181
406	0.0006519066071
407	0.0006485233244
408	0.000643221534
409	0.0006368412903
410	0.0006363997862
411	0.0006320821656
412	0.0006259813346
413	0.000625649456
414	0.0006244968873
415	0.0006234888697
416	0.0006156186916
417	0.0006151349226
418	0.0006146533453
419	0.0006131155001
420	0.0006111881359
421	0.0006054435275
422	0.000604708442
423	0.0006034915
424	0.0006028546434
425	0.0005950280921
426	0.0005944901939
427	0.0005917965037
428	0.0005914103298
429	0.0005904542975
430	0.0005854835583
431	0.0005849575367
432	0.0005819354338
433	0.0005812813162
434	0.0005767137251
435	0.0005743141294
436	0.0005734031488
437	0.0005704845757
438	0.0005690802129
439	0.0005673635804
440	0.0005648738238
441	0.0005635360247
442	0.000562224877
443	0.0005605890141
444	0.0005593216568
445	0.0005589231883
446	0.000551921835
447	0.0005493135401
448	0.0005484301902
449	0.0005475505537
450	0.0005461003083
451	0.0005459012894
452	0.0005456232623
453	0.0005427676665
454	0.0005412979102
455	0.0005398784443
456	0.0005392945517
457	0.0005385677404
458	0.0005381670346
459	0.0005374820013
460	0.0005372562945
461	0.0005361565026
462	0.0005355859414
463	0.0005339083555
464	0.000533614119
465	0.0005326112967
466	0.0005310184803
467	0.0005300391147
468	0.0005283940805
469	0.0005231388919
470	0.000522365122
471	0.0005215992699
472	0.000519816105
473	0.0005186795134
474	0.0005159367703
475	0.0005152649139
476	0.0005148565957
477	0.0005145146051
478	0.0005136018764
479	0.0005124662527
480	0.0005121710166
481	0.0005085582665
482	0.0005043537538
483	0.0005037053956
484	0.0005027339072
485	0.0005012362567
486	0.000500849905
487	0.0005005650339
488	0.0004992818957
489	0.0004975457038
490	0.0004972870976
491	0.000490994902
492	0.0004861823668
493	0.0004853183839
494	0.0004828664126
495	0.0004815714878
496	0.0004803561138
497	0.0004774301142
498	0.0004758634898
499	0.0004702593448
500	0.0004701577174
501	0.0004696233049
502	0.0004690369861
503	0.0004677649003
504	0.0004669592722
505	0.0004656543299
506	0.0004648283551
507	0.00046322634
508	0.0004629335175
509	0.000462100658
510	0.0004615884831
511	0.0004603020587
512	0.0004591306862
513	0.0004582160891
514	0.0004569091252
515	0.0004562583943
516	0.000455526397
517	0.0004525191447
518	0.0004482264361
519	0.0004473318985
520	0.0004468244213
521	0.0004452273242
522	0.0004448600977
523	0.0004442509987
524	0.0004434224584
525	0.0004427539941
526	0.0004415492807
527	0.0004406420988
528	0.0004396841022
529	0.0004390572802
530	0.0004371343774
531	0.0004365043674
532	0.0004361986804
533	0.0004361843869
534	0.0004315341922
535	0.0004305382632
536	0.0004296895137
537	0.0004280162754
538	0.0004268514746
539	0.0004260427864
540	0.0004214881844
541	0.0004200059945
542	0.0004195210596
543	0.0004190916834
544	0.0004186034831
545	0.0004180037261
546	0.0004175682895
547	0.0004170510172
548	0.0004165542376
549	0.0004153812104
550	0.0004141960798
551	0.0004135620461
552	0.0004133213011
553	0.0004129631495
554	0.0004125553987
555	0.0004112307049
556	0.000410244384
557	0.0004100769572
558	0.0004079168182
559	0.0004063174993
560	0.0004051030963
561	0.0004036233479
562	0.0004026968029
563	0.0004001304735
564	0.0003994126472
565	0.0003987450637
566	0.0003979652216
567	0.0003965073314
568	0.0003955125739
569	0.0003952808441
570	0.0003950717103
571	0.0003911204649
572	0.0003904780649
573	0.0003902542053
574	0.0003901578107
575	0.0003890053976
576	0.0003887690493
577	0.0003882592307
578	0.0003867818924
579	0.0003853470897
580	0.000385091697
581	0.0003811890071
582	0.0003806167844
583	0.0003788687739
584	0.0003774284125
585	0.0003769812494
586	0.0003764032947
587	0.0003760476627
588	0.000375896048
589	0.0003747489352
590	0.0003719979242
591	0.0003719294549
592	0.0003715181395
593	0.0003711311922
594	0.0003700734736
595	0.000369514932
596	0.0003694758035
597	0.000369352441
598	0.0003690392091
599	0.0003679256986
600	0.0003657839718
601	0.0003651366799
602	0.0003643057175
603	0.0003641026379
604	0.0003635755887
605	0.0003631868664
606	0.0003624666347
607	0.0003618456151
608	0.0003613441238
609	0.0003598306422
610	0.0003596135224
611	0.0003591040596
612	0.0003586909294
613	0.0003586284425
614	0.0003580493658
615	0.0003573308799
616	0.0003571399311
617	0.0003567071707
618	0.0003566220204
619	0.0003560639074
620	0.0003552123336
621	0.0003508418971
622	0.0003499693972
623	0.0003491626967
624	0.0003488499403
625	0.0003486760836
626	0.0003485223372
627	0.0003465249321
628	0.0003454570104
629	0.0003439084941
630	0.0003437409687
631	0.000343014928
632	0.0003422855294
633	0.0003420837689
634	0.000340652639
635	0.000340398701
636	0.0003401882705
637	0.0003397337884
638	0.0003363745814
639	0.000335445291
640	0.0003344187587
641	0.0003332232545
642	0.0003327768239
643	0.0003322691511
644	0.0003318706168
645	0.0003315653478
646	0.000331014831
647	0.0003307716244
648	0.0003304727188
649	0.0003298610131
650	0.000329397174
651	0.0003288960089
652	0.0003286136458
653	0.0003284053859
654	0.0003283854195
655	0.0003268531205
656	0.0003262748537
657	0.0003255460084
658	0.0003240147809
659	0.0003225954872
660	0.0003191338968
661	0.0003190938819
662	0.0003189221259
663	0.0003185256627
664	0.0003181438212
665	0.0003170313195
666	0.0003165710266
667	0.0003159939679
668	0.0003155523574
669	0.0003149871325
670	0.0003146396352
671	0.0003145035198
672	0.0003141122208
673	0.000313603955
674	0.0003135302304
675	0.0003133994806
676	0.0003133670285
677	0.0003122331876
678	0.0003087306907
679	0.0003074282231
680	0.0003069704166
681	0.0003062313003
682	0.0003060253413
683	0.0003052477769
684	0.0003051696006
685	0.0003037067108
686	0.0003036153386
687	0.0003034529972
688	0.0003023440852
689	0.0003013954039
690	0.0002997640832
691	0.0002995546359
692	0.0002993577053
693	0.0002991852577
694	0.0002989920311
695	0.0002987369117
696	0.0002987007718
697	0.0002982104656
698	0.0002980687721
699	0.0002976921064
700	0.0002973599876
701	0.0002972032196
702	0.0002954221811
703	0.0002950121444
704	0.0002947647403
705	0.0002944074051
706	0.0002932527273
707	0.0002931110126
708	0.000290533945
709	0.00029007088
710	0.0002898422412
711	0.0002894953256
712	0.000288481521
713	0.0002883955353
714	0.0002880553996
715	0.0002860218481
716	0.0002854296165
717	0.0002846612518
718	0.0002842121002
719	0.0002838817643
720	0.0002836480649
721	0.0002824978924
722	0.0002824912016
723	0.0002810881538
724	0.0002807641922
725	0.0002804097322
726	0.0002787379165
727	0.0002786596268
728	0.0002781446217
729	0.0002781048174
730	0.000277586855
731	0.0002770720759
732	0.0002769635576
733	0.0002767205824
734	0.000276405657
735	0.0002760077485
736	0.0002758702849
737	0.0002753458104
738	0.0002740323894
739	0.000273887843
740	0.0002732878759
741	0.0002730317705
742	0.0002720947926
743	0.0002717393355
744	0.0002707379476
745	0.0002702868849
746	0.0002699979173
747	0.000269821317
748	0.0002696938771
749	0.0002695744769
750	0.0002686710447
751	0.0002683568463
752	0.0002681647388
753	0.0002678062461
754	0.0002675151938
755	0.0002671328313
756	0.0002670011353
757	0.0002666553603
758	0.0002664680841
759	0.0002663699475
760	0.0002648270494
761	0.0002643878219
762	0.0002638554051
763	0.0002625005536
764	0.0002621980084
765	0.0002618879519
766	0.000261354711
767	0.000260857807
768	0.0002595680646
769	0.000259230195
770	0.0002589611982
771	0.0002582010002
772	0.0002581208829
773	0.0002579192364
774	0.0002576376034
775	0.0002573900372
776	0.0002571003849
777	0.0002569440988
778	0.0002560833543
779	0.0002560386091
780	0.0002556957927
781	0.0002549867573
782	0.0002548308475
783	0.0002542398611
784	0.000254106802
785	0.0002534307273
786	0.0002532038918
787	0.0002529292267
788	0.0002510030837
789	0.0002506403505
790	0.0002505429157
791	0.000250173416
792	0.0002497156024
793	0.0002490941051
794	0.000248426252
795	0.0002474151009
796	0.000246720396
797	0.0002459368173
798	0.0002456472757
799	0.0002450101118
800	0.0002446865771
801	0.0002445612724
802	0.0002440523811
803	0.0002435590582
804	0.0002434605209
805	0.0002430520062
806	0.0002428044765
807	0.0002424024846
808	0.0002421589707
809	0.0002409896619
810	0.0002403643057
811	0.0002401919967
812	0.0002400444994
813	0.0002396169626
814	0.0002390432513
815	0.0002387337337
816	0.0002373371896
817	0.0002365909387
818	0.0002363596221
819	0.0002355605982
820	0.0002343377433
821	0.0002334324366
822	0.0002327624607
823	0.0002327177818
824	0.0002324024175
825	0.000232226875
826	0.0002321681105
827	0.0002320925582
828	0.0002320740889
829	0.0002319560937
830	0.0002315662976
831	0.000231124384
832	0.0002308376366
833	0.0002303172963
834	0.0002297846358
835	0.0002294737643
836	0.0002285343547
837	0.0002271896932
838	0.0002264344272
839	0.0002262201342
840	0.0002260330287
841	0.0002256553929
842	0.0002252446265
843	0.0002251866442
844	0.0002249058597
845	0.0002244904194
846	0.0002240319464
847	0.0002232953738
848	0.0002220254141
849	0.0002210399846
850	0.0002204661235
851	0.0002204047466
852	0.0002199071301
853	0.0002196002849
854	0.0002190239253
855	0.000218813667
856	0.0002184441621
857	0.0002183416185
858	0.0002178929386
859	0.000217807973
860	0.0002177269773
861	0.0002166601825
862	0.0002162712977
863	0.0002161029131
864	0.0002156175594
865	0.0002149753736
866	0.0002145370481
867	0.0002144126687
868	0.0002139090429
869	0.0002138694943
870	0.000213402861
871	0.0002129071342
872	0.0002127439045
873	0.0002126850747
874	0.0002126146798
875	0.0002124245661
876	0.0002118153023
877	0.0002116470779
878	0.0002114118826
879	0.0002105193977
880	0.0002102808481
881	0.0002101277423
882	0.0002099528033
883	0.0002096516158
884	0.000209482998
885	0.0002091099848
886	0.0002084433112
887	0.0002080615421
888	0.0002076513734
889	0.0002075643878
890	0.0002068079255
891	0.0002064277512
892	0.000206320513
893	0.0002055541747
894	0.0002050440335
895	0.0002048268081
896	0.0002043779815
897	0.0002042962588
898	0.0002042101253
899	0.0002029536515
900	0.000202440131
901	0.0002021679059
902	0.0002020681095
903	0.0002019867843
904	0.0002008739959
905	0.000200489644
906	0.000200424917
907	0.0002003757098
908	0.0002000382618
909	0.0001999217219
910	0.0001993382688
911	0.0001987193995
912	0.0001982321261
913	0.0001980968506
914	0.0001978283431
915	0.0001977000443
916	0.0001974918719
917	0.0001970620974
918	0.0001970200696
919	0.0001968720061
920	0.0001968530924
921	0.0001966254575
922	0.0001961442222
923	0.0001952844167
924	0.0001944655803
925	0.000194110617
926	0.0001933887852
927	0.0001926573397
928	0.0001925429068
929	0.0001922265018
930	0.0001919335168
931	0.0001919103113
932	0.0001916233504
933	0.0001909918056
934	0.000190909642
935	0.0001907434414
936	0.000190668705
937	0.0001906246984
938	0.0001905793172
939	0.000189919907
940	0.0001897645149
941	0.0001894735743
942	0.0001891362071
943	0.0001890128046
944	0.0001883525676
945	0.0001880601548
946	0.0001879639348
947	0.0001879415981
948	0.0001854561251
949	0.0001850215423
950	0.0001849165853
951	0.0001848496117
952	0.0001846630005
953	0.000184487855
954	0.0001828728067
955	0.0001823148152
956	0.0001817212605
957	0.0001814014256
958	0.0001806916597
959	0.0001801906965
960	0.000179679731
961	0.0001796156329
962	0.0001787759944
963	0.0001783828957
964	0.0001782938867
965	0.0001779786625
966	0.0001775195433
967	0.0001774290886
968	0.0001772212013
969	0.0001769315239
970	0.0001765253942
971	0.0001762461631
972	0.0001760895189
973	0.0001760440257
974	0.0001758566139
975	0.0001756813476
976	0.0001749733739
977	0.0001748583738
978	0.0001747049976
979	0.0001744734902
980	0.0001742935411
981	0.0001740449639
982	0.0001739107299
983	0.0001738601431
984	0.0001738514858
985	0.0001737012254
986	0.0001736725163
987	0.0001735913306
988	0.0001734370222
989	0.0001727332553
990	0.0001722230937
991	0.0001721952257
992	0.0001721009846
993	0.0001716802611
994	0.0001715494289
995	0.0001712873071
996	0.000170813006
997	0.0001705963263
998	0.0001704493522
999	0.0001703886058
